STATE,BUSINESS UNIT,FEEDER NAME,NON-MD SERVICE BAND,CAP (kWh),COMPANY / SOURCE
LAGOS,IKORODU BU,33-ODOGUNYANTCN-AGBEDE,B,315,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AGO OKOTAINJ-T1-AMUWO IND.,B,524,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AGO OKOTAINJ-T1-FASHEUN,B,483,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AGO OKOTAINJ-T2-LAKE VIEW,C,653,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AGO OKOTAINJ-T2-OKE OGBERE,C,479,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AGODO EGBEINJ-T1-ABANISHE,B,481,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AGODO EGBEINJ-T1-KUDAKI,A,560,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AJAOINJ-T1-AIRPORT ROAD,B,"1,029",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AJAOINJ-T1-DOMINO,C,"1,060",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AJAOINJ-T2-NEW ESTATE,C,"1,020",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AJAOINJ-T2-SHOLANKE,C,"1,044",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ALASIAINJ-T1-ALASIA,D,566,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ALASIAINJ-T1-COUNCIL,D,459,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ALASIAINJ-T1-OWOSENI,D,555,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AMUWOINJ-T1-IJESHA EXPRESS,B,471,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AMUWOINJ-T1-OLD OJO ROAD,D,335,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AMUWOINJ-T2-JAKANDE 1,C,547,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-AMUWOINJ-T2-JAKANDE 2,C,549,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-BOLORUNPELUINJ-T1-ABARANJE,D,305,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-BOLORUNPELUINJ-T1-IDIMU,C,465,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-BOLORUNPELUINJ-T1-ISIJOLA,C,459,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-BOLORUNPELUINJ-T3-GOVERNOR,B,641,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-BOLORUNPELUINJ-T3-LIASU,B,469,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IGANDOINJ-T1-EGAN,D,240,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IGANDOINJ-T1-NEW IGANDO,D,291,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IGANDOINJ-T1-OBADORE,D,304,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IGANDOINJ-T2-AGRIC ROAD,D,235,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IGANDOINJ-T2-AKESAN,D,304,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IGANDOINJ-T2-GENERAL HOSPITAL,C,370,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IJEGUNINJ-T1-IKOTUN,D,474,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IJEGUNINJ-T1-OBALAGBE,C,304,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IJEGUNINJ-T1-OKERUBE,D,294,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IJEGUNINJ-T2-IJEGUN,D,215,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IJEGUNINJ-T2-ISHERI OSHUN,D,281,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-IJEGUNINJ-T2-PIPELINE,D,242,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ILUPEJUINJ-T3-L & K,B,782,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ITIREINJ-T1-ADEMULEGUN,B,555,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ITIREINJ-T1-OKOTA,A,755,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ITIREINJ-T2-CANAL,A,824,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ITIREINJ-T2-IBALEX,C,402,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ITIREINJ-T3-AGO,A,812,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ITIREINJ-T3-APENA,C,591,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-MAFOLUKUINJ-T1-MAKINDE,C,695,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-MAFOLUKUINJ-T1-SAUBANA,D,693,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-MUSHININJ-ASWANI,D,694,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-ODOGUNYANINJ-T1-AGODO,B,539,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T1-EJIGBO,D,320,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T1-IRE-AKARI,C,484,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T1-LCHE,A,810,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T2-ILAMOSHE,C,464,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T2-OSOLO,B,699,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T3-BUNGALOW,C,345,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T3-NNPC,D,376,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-OKE AFAINJ-T3-ORI OKE,D,370,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-SABOINJ-T1-LASUNWON,C,470,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-SHASHAINJ-T1-ORISUNBARE,C,420,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-YIDIINJ-T1-OPEILU,D,186,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,11-YUSUFINJ-T1-AKERA,C,344,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,33-EJIGBOTCN-AGODO,A,"1,000",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,33-EJIGBOTCN-EGBE,A,"1,018",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,33-EJIGBOTCN-IGANDO,A,"1,520",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,33-EJIGBOTCN-IJEGUN,B,413,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,33-EJIGBOTCN-OKE AFA 2,A,803,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,OSHODI BU,33-ITIRETCN-AGO I,A,"1,007",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-AKOKAINJ-T1-AKOKA,B,"1,005",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-AKOKAINJ-T1-COMMUNITY,A,531,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ALAPEREINJ-T1-AGBOYI,B,491,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ALAPEREINJ-T1-ARABA,B,701,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ALAPEREINJ-T1-BAKARE,B,706,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T1-APATA,A,902,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T1-MILITARY,B,870,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T2-MARKET,B,836,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T2-ORTHOPAEDIC,B,853,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T3-IKORODU,C,534,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T3-MUSHIN,C,518,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-IGBOBIINJ-T3-RAILWAY,A,889,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ILUPEJU BYPASSINJ-T1-BYPASS,A,"1,124",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ILUPEJU BYPASSINJ-T1-INDUSTRIAL,A,682,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ILUPEJU BYPASSINJ-T1-OBANIKORO,A,"1,076",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ILUPEJUINJ-T3-COKER,A,"1,168",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ILUPEJUINJ-T3-PALMGROVE,A,"1,154",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ISHERIINJ-T1-BANKOLE,A,992,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-ISHERIINJ-T1-ISHERI,A,990,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MAGODOINJ-T1-EMMANUEL KESHI,A- BILATERAL,"1,200",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MAGODOINJ-T1-OWULADE,A- BILATERAL,"1,078",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MAGODOINJ-T1-SHANGISHA,A- BILATERAL,"1,162",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MAGODOINJ-T2-BASHIRU,A- BILATERAL,"1,268",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MAGODOINJ-T2-CMD,A,"1,052",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T1-KETU,A,718,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T1-OKUPE,A,"1,082",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T2-OJOTA,A,"1,168",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T2-WESTEX,A,"1,118",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T3-DEMURIN,A,"1,016",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T3-IKOSI,B,722,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MARYLANDINJ-T3-SYLVIA,A,"1,133",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MUSHININJ-T1-MUSHIN,C,430,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-MUSHININJ-T1-MUSHIN 2,C,392,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-NEW OWOROINJ-T1-FINBARS,B,714,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-NEW OWOROINJ-T1-ODUNSI,B,630,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-NEW YABAINJ-T1-FADEYI,D,368,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-NEW YABAINJ-T2-JIBOWU,B,711,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-NITELINJ-T1-CHALLENGE,D,438,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T1-CAC,A- BILATERAL,"1,086",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T1-EXPRESS,A- BILATERAL,"1,054",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T1-OGUDU,A,823,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T2-ALAPERE,A,705,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T2-ORIOLA,A,706,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T3-BALOGUN,B,666,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T3-KOLA ADESHINA,A,714,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OGUDUINJ-T3-SOLUYI,A,"1,029",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OLOWORAINJ-T1-ORISHA,B,"1,052",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OLOWORAINJ-T1-UNILAG,A,"1,016",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T1-ANTHONY,A,"1,104",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T1-HOSPITAL,B,"1,054",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T1-IFAKO,B,714,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T2-LADILAC,B,681,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T2-OWORO,B,690,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T2-PEDRO,C,701,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T3-BARIGA,C,500,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-OWOROINJ-T3-GBAGADA,A,"1,129",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-WASIMIINJ-T1-AGILITI,C,520,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-WASIMIINJ-T1-AKANIMODO,B,637,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-WASIMIINJ-T1-ARAROMI,A,921,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-WASIMIINJ-T2-AGIDI,B,684,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,11-WASIMIINJ-T2-WASIMI,B,510,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,33-ALAUSATCN-OPIC,A,"1,033",Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,33-MARYLANDTCN-AJEGUNLE,B,840,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,33-MARYLANDTCN-AJEGUNLE INTERFACE,B,575,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
LAGOS,SHOMOLU BU,33-OKE-AROTCN-AKUTE,B,414,Ikeja Electricity Distribution Plc (Lagos Feeders) - May 2026
OGUN,AGBARA,11KV-AJARA,B,321,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-BADAGRY,D,318,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-ESTATE (AGBARA),A,670,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-FIVE STAR,A,256,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-IBA,D,350,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-IJANIKIN,D,334,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-IJURI,D,410,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-ILOGBO,D,291,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-OPIC,B,562,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-OTTO AWORI,B,312,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-SHAGAMU,B,380,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,11KV-SHIBIRI,C,305,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,33KV-AGBARA 33,C,316,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,33KV-BADAGRY 33,B,311,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,33KV-FESTAC 1 (AMUWO),C,259,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,33KV-FESTAC 2,A,366,Eko Electricity Distribution Plc - May 2026
OGUN,AGBARA,33KV-OKO AFO,D,330,Eko Electricity Distribution Plc - May 2026
OGUN,ABULE-EGBA BU,11-ABULE IROKOINJ-T1-ABULE IROKO,C,244,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-ABULE IROKOINJ-T1-ALAKUKO,C,340,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-ABULE IROKOINJ-T1-BOOKS,C,345,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-AGEGEINJ-T1-LJU ROAD,C,570,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-AGEGEINJ-T1-OKO OBA,B,556,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-AKUTE INJ-T1-ISHASHI,C,300,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-AKUTE INJ-T1-OYEYEMI,C,317,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-BECKLEYINJ-T1-AGBE ROAD,B,426,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-BECKLEYINJ-T1-BECKLEY,B,664,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-BOLORUNPELUINJ-T3-GOVERNOR,B,594,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJAIYE OJOKOROINJ-T1-ABEOKUTA EXPRESS,C,304,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJAIYE OJOKOROINJ-T1-JANKARA,B,429,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJAIYE OJOKOROINJ-T2-AGBADO 2,C,332,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJUINJ-T1-AJUWON,A,676,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJUINJ-T1-ASORE,B,453,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJUINJ-T1-GALILEE,A,686,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJUINJ-T1-GRAILAND,C,467,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJULNJ-T2-AGBADO 1,C,334,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LJULNJ-T2-ISHAGA,C,526,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LAMBEINJ-T1-JOLASCO,C,359,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LAMBEINJ-T1-MATOGUN,C,385,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-LAMBEINJ-T1-OLAMBE,C,417,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-OBAWOLELNJ-T1-SHONUBI,A,647,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-OBAWOLEL NJ-T1-YOUDEOWEI,A,595,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-OPE ILUINJ-T1-ABORO,C,265,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-OPE LLUINJ-T1-ADIYAN,C,309,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-YIDILNJ-T1-LJOKO,D,234,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-YIDILNJ-T1-OPEILU,D,184,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-YIDILNJ-T1-OSOBA,C,383,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-YUSUFINJ-T1-AKERA,C,367,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,11-YUSUFINJ-T2-YUSUF,C,415,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,33-OGBATCN-ABEOKUTA EXP.,A,780,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,33-OKE-AROTCN-AKUTE,B,370,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
OGUN,ABULE-EGBA BU,33-OTATCN-AMJE,A,816,Ikeja Electricity Distribution Plc (Ogun Feeders) - May 2026
LAGOS,AJELE,11KV-ADENIJI ADELE,D,365,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-AJELE LOCAL,D,437,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-AWOLOWO ROAD,B,"1,089",Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-CSS,A,461,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-DOLPHIN,D,336,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-EKO BRIDGE,C,472,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-GBO,D,"1,397",Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-GLOVER,A,"1,196",Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-INDEPENDENCE,B,794,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-LANDBRIDGE,A,614,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-LAPAL,A,"1,038",Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-M&K EXPRESS,A,849,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-M&K LOCAL,B,558,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-MACARTHY,A,635,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-MOLONEY,A,533,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-MRS,A,846,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-NATIONAL HALL LOCAL,B,771,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-NEPA 2,A,356,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-NEW CUSTOMS,A,342,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-OBA,D,340,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-ODUNFA,D,504,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-ONIKAN 1,A,319,Excel Electricity Distribution Limited - June 2026
LAGOS,AJELE,11KV-OSBORNE,A,656,Excel Electricity Distribution Limited - June 2026
